Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
14	11	2030	13.35100708	19.09700928	0	2.9
15	11	2030	10.40700684	18.74300537	0	3.1
16	11	2030	11.36199341	18.43599854	0	3
17	11	2030	12.05401001	18.0670105	0	2.8
18	11	2030	9.296014404	15.04500732	0	2.6
19	11	2030	7.610009766	13.27001343	0	2.5
20	11	2030	4.870996094	11.86300049	0	2.6
21	11	2030	9.373529316	14.46599731	0	2.5
22	11	2030	4.576013184	18.39000854	0	3.4
23	11	2030	6.743005371	19.70998535	0	3.4
24	11	2030	10.66698608	16.24099121	0	2.6
25	11	2030	7.256005859	14.39998779	0	2.7
26	11	2030	5.559014893	16.20299683	0	3
27	11	2030	8.016534687	17.36400757	0	3
28	11	2030	7.211542011	19.72200928	0	3.4
29	11	2030	5.107995605	21.36501465	0	3.7
30	11	2030	5.97399292	21.65999756	0	3.7
1	12	2030	5.963006592	21.25301514	0	3.6
2	12	2030	8.325006104	17.69799194	0	3
3	12	2030	11.14098511	16.93300781	0	2.7
4	12	2030	10.7210022	15.91500244	0	2.6
5	12	2030	7.998010254	17.13900146	0	2.9
6	12	2030	10.23598633	19.92000732	0	3.1
7	12	2030	8.02199707	18.70800171	0	3.1
8	12	2030	8.872003174	18.12200317	0	3
9	12	2030	7.59798584	20.37099609	0	3.4
10	12	2030	6.934014893	21.99099121	0	3.6
11	12	2030	9.770013428	19.51598511	0	3.1
12	12	2030	8.22399292	20.02498779	0	3.3
13	12	2030	8.721002197	18.36199341	0	3
14	12	2030	6.490991211	17.21599731	0	3
15	12	2030	5.889001465	20.23500977	0	3.4
16	12	2030	9.105004883	22.95800171	0	3.6
17	12	2030	8.887994385	19.23598633	0	3.1
18	12	2030	6.584008789	16.80098877	0	2.9
19	12	2030	5.628991699	19.41900024	0	3.3
20	12	2030	9.028009033	23.73900757	0	3.7
21	12	2030	13.50701294	25.2960144	0	3.6
22	12	2030	11.17998657	21.30700073	0	3.2
23	12	2030	12.16298828	24.25899658	0	3.6
24	12	2030	9.657006836	23.54100952	0	3.7
25	12	2030	12.70998535	26.88900146	0	3.9
26	12	2030	11.7000061	19.82299194	0	3
27	12	2030	9.279992676	19.2789856	0	3.1
28	12	2030	7.714990234	21.99099121	0	3.6
29	12	2030	10.51500854	26.65200195	0	4.1
30	12	2030	13.45598755	21.67598877	0	3.1
31	12	2030	11.33498535	20.81398926	0	3.2
1	1	2031	9.175012207	20.86000977	0	3.3
2	1	2031	9.571008301	22.50701294	0	3.5
3	1	2031	9.594995117	25.08300171	0	3.9
4	1	2031	9.827996826	25.61901245	0	4
5	1	2031	10.69399414	25.91399536	0	4
6	1	2031	11.61098633	26.59398804	0	4
7	1	2031	13.69698486	25.86699829	0	3.8
8	1	2031	11.55700073	17.7289978	0	2.7
9	1	2031	8.999993896	19.00301514	0	3.1
10	1	2031	6.805993652	18.91799316	0	3.3
11	1	2031	9.240991211	19.93599854	0	3.3
12	1	2031	7.162988281	19.11599121	0	3.3
13	1	2031	7.865991211	21.225	0	3.5
14	1	2031	7.30300293	22.65899048	0	3.8
15	1	2031	8.165002441	24.60900269	0	4.1
16	1	2031	9.144006348	22.0289856	0	3.6
17	1	2031	8.47600708	22.93099365	0	3.8
18	1	2031	10.15801392	27.08300171	0	4.3
19	1	2031	12.37600098	29.3749939	0	4.6
20	1	2031	11.8130127	21.10900269	0	3.3
21	1	2031	10.81099854	22.3170105	0	3.6
22	1	2031	9.831994629	23.54100952	0	3.9
23	1	2031	11.96099243	25.19500122	0	4
24	1	2031	10.89199219	21.31099854	0	3.5
25	1	2031	12.0460144	18.11400757	0	2.9
26	1	2031	10.75200806	17.30999146	0	2.9
27	1	2031	10.21199951	16.09398804	0	2.8
28	1	2031	7.761010742	17.76000366	0	3.2
29	1	2031	6.196008301	21.38900146	0	3.9
30	1	2031	11.67699585	28.02001343	0	4.6
31	1	2031	9.994989014	19.31798706	0	3.3
1	2	2031	9.063012695	17.12700806	0	3.1
2	2	2031	6.821008301	18.40499268	0	3.4
3	2	2031	6.67699585	21.31499634	0	3.9
4	2	2031	9.761987305	28.08901367	0	4.8
5	2	2031	13.76299438	29.89998779	0	4.9
6	2	2031	14.11300049	24.95101318	0	4
7	2	2031	13.05599365	29.59301147	0	4.9
8	2	2031	12.73400269	27.20400391	0	4.5
9	2	2031	12.86199341	32.22298584	0	5.4
10	2	2031	12.76900635	26.89699707	0	4.5
11	2	2031	9.508996582	25.32000122	0	4.5
12	2	2031	12.80001221	30.7539917	0	5.3
13	2	2031	13.97298584	28.80401001	0	4.8
14	2	2031	11.79400024	21.27599487	0	3.7
15	2	2031	9.502008057	20.74401245	0	3.8
16	2	2031	7.645013428	22.30498657	0	4.2
17	2	2031	10.20900879	26.74498901	0	4.8
18	2	2031	10.94698486	25.48699341	0	4.6
19	2	2031	11.79000244	32.32000122	0	5.8
20	2	2031	15.40200195	25.39400635	0	4.1
21	2	2031	13.7789856	27.05999146	0	4.7
22	2	2031	12.90499268	27.03301392	0	4.7
23	2	2031	11.1329895	24.06099854	0	4.4
24	2	2031	10.01000366	23.14400635	0	4.3
25	2	2031	10.89998779	25.98800049	0	4.8
26	2	2031	11.49801025	27.44500122	0	5
27	2	2031	13.18401489	31.91201172	0	5.8
28	2	2031	16.95598755	37.20299683	0	6.6
1	3	2031	19.15099487	35.93999634	0	6.1
2	3	2031	16.49401245	27.63500366	0	4.7
3	3	2031	14.7960144	30.00499878	0	5.4
4	3	2031	14.4039856	30.51699219	0	5.5
5	3	2031	14.02700195	28.26000366	0	5.1
6	3	2031	12.82299194	25.87099609	0	4.8
7	3	2031	11.61901245	26.69100342	0	5.1
8	3	2031	12.15499268	31.4420105	0	6
9	3	2031	17.92299805	37.80498657	0	6.9
10	3	2031	17.15801392	34.91500244	0	6.4
11	3	2031	13.21898804	24.0460144	0	4.5
12	3	2031	11.0670105	22.12700806	0	4.3
13	3	2031	12.88100586	24.30599365	0	4.6
14	3	2031	11.02001343	25.8250061	0	5.1
15	3	2031	16.88201294	33.47701416	0	6.2
16	3	2031	16.41201172	27.51799927	0	4.9
17	3	2031	14.28701172	26.25600586	0	4.9
18	3	2031	12.43401489	28.55599365	0	5.7
19	3	2031	12.78399048	30.98000488	0	6.2
20	3	2031	16.6920105	33.07698975	0	6.3
21	3	2031	14.4039856	27.51101074	0	5.3
22	3	2031	14.975	27.36699829	0	5.2
23	3	2031	14.9789978	26.25200806	0	5
24	3	2031	14.28701172	29.62398682	0	5.8
25	3	2031	19.32601318	34.75899658	0	6.5
26	3	2031	21.48598633	37.43599854	0	6.9
27	3	2031	18.59499512	34.17699585	0	6.5
28	3	2031	19.82698975	36.47600708	0	6.9
29	3	2031	17.59700928	30.0670105	0	5.6
30	3	2031	15.91100464	30.59099731	0	6
31	3	2031	16.19899902	30.00499878	0	5.8
1	4	2031	14.21401367	29.07601318	0	5.9
2	4	2031	15.5460144	26.45400391	0	5.1
3	4	2031	13.45998535	26.23699341	0	5.3
4	4	2031	13.69298706	26.94399414	0	5.5
5	4	2031	14.92400513	27.72399292	0	5.5
6	4	2031	15.91900024	29.89998779	0	6
7	4	2031	15.64699707	30.66100464	0	6.2
8	4	2031	16.17501221	30.25701294	0	6.1
9	4	2031	16.29198608	31.4500061	0	6.4
10	4	2031	16.94399414	31.95900879	0	6.4
11	4	2031	18.00100098	33.30300293	0	6.7
12	4	2031	18.26900635	34.97701416	0	7.1
13	4	2031	18.39699707	36.75600586	0	7.6
14	4	2031	18.35100708	31.58599243	0	6.2
15	4	2031	16.53701172	31.31798706	0	6.4
16	4	2031	17.57799683	34.18401489	0	7
17	4	2031	18.2960144	34.90700684	0	7.1
18	4	2031	18.40099487	36.1539856	0	7.5
19	4	2031	19.975	36.20101318	0	7.3
20	4	2031	19.94298706	36.74099121	0	7.5
21	4	2031	19.11599121	36.26699219	0	7.5
22	4	2031	18.8130127	35.10500488	0	7.2
23	4	2031	17.70198975	33.18200073	0	6.9
24	4	2031	20.92598877	33.74498901	0	6.6
25	4	2031	18.38601074	35.29198608	0	7.4
26	4	2031	19.24801025	37.00899658	0	7.8
27	4	2031	20.69698486	38.52001343	0	8
28	4	2031	21.78099976	38.97399292	0	8
29	4	2031	24.12700806	38.25200806	0	7.5
30	4	2031	23.34200439	39.71199951	0	8
1	5	2031	23.79299316	40.33400879	0	8.1
2	5	2031	23.38900146	40.82299194	0	8.4
3	5	2031	23.0630127	40.48101196	0	8.3
4	5	2031	21.80800781	39.80199585	0	8.3
5	5	2031	24.40700684	40.81200562	0	8.3
6	5	2031	26.38399658	42.84700928	0	8.6
7	5	2031	26.89299927	44.41298828	0	9
8	5	2031	27.33599243	42.70299683	0	8.4
9	5	2031	24.91600952	38.78798828	0	7.6
10	5	2031	22.53099976	35.71898804	0	7.1
11	5	2031	21.82698975	34.85601196	0	7
12	5	2031	21.10100708	36.68599854	0	7.6
13	5	2031	24.30999146	39.72799072	0	8
14	5	2031	27.8250061	42.62200317	0	8.4
15	5	2031	23.26500854	33.92800293	0	6.4
16	5	2031	21.73000488	33.94399414	0	6.7
17	5	2031	19.96300659	33.5710083	0	6.9
18	5	2031	20.38201294	34.36699829	0	7.1
19	5	2031	20.8869873	37.11300049	0	7.8
20	5	2031	21.14000854	38.02999268	0	8.1
21	5	2031	21.0039917	36.61199341	0	7.7
22	5	2031	21.32601318	37.92901001	0	8
23	5	2031	21.89000854	38.40700684	0	8.1
24	5	2031	23.01598511	40.95900879	0	8.7
25	5	2031	24.52700195	41.51101074	0	8.7
26	5	2031	22.99300537	40.89299927	0	8.7
27	5	2031	23.64901123	41.64299927	0	8.8
28	5	2031	25.01699219	42.08999023	0	8.8
29	5	2031	25.61901245	41.46401367	0	8.5
30	5	2031	24.93499146	39.56099854	0	8
31	5	2031	23.70400391	36.1539856	0	7.2
1	6	2031	23.84398804	40.37301025	0	8.5
2	6	2031	24.57000122	36.81798706	0	7.2
3	6	2031	23.475	35.7539917	0	7.1
4	6	2031	23.24498901	35.7539917	0	7.2
5	6	2031	22.29400024	35.96700439	0	7.4
6	6	2031	21.88601074	35.88601074	0	7.4
7	6	2031	21.9710022	37.16799316	0	7.8
8	6	2031	22.41399536	39.14901123	0	8.3
9	6	2031	24.22799072	35.35	0	6.9
10	6	2031	23.23800049	37.27700195	0	7.6
11	6	2031	23.37700806	38.18599854	0	7.9
12	6	2031	24.02599487	37.76598511	0	7.7
13	6	2031	23.71199951	37.7579895	0	7.7
14	6	2031	23.99498901	37.50600586	0	7.6
15	6	2031	22.93499146	36.82601318	0	7.5
16	6	2031	21.55901489	38.08098755	0	8.1
17	6	2031	23.29198608	39.37801514	0	8.3
18	6	2031	24.62398682	40.48101196	0	8.4
19	6	2031	24.82299194	38.4420105	0	7.7
20	6	2031	23.2960144	37.09398804	0	7.6
21	6	2031	23.21401367	36.82198486	0	7.5
22	6	2031	24.4500061	36.04500732	0	7
23	6	2031	23.1249939	36.79100952	0	7.5
24	6	2031	23.23000488	38.99700317	0	8.2
25	6	2031	23.99099121	39.90300903	0	8.3
26	6	2031	23.56798706	39.73900757	0	8.3
27	6	2031	23.67299805	40.24099121	0	8.5
28	6	2031	26.35698853	40.50100098	0	8.1
29	6	2031	23.66100464	37.73500977	0	7.7
30	6	2031	22.3210083	36.93499146	0	7.7
1	7	2031	23.66900024	35.48198853	0	7
2	7	2031	22.7789856	34.57698975	0	6.9
3	7	2031	21.91298828	37.17598877	0	7.8
4	7	2031	22.67000732	38.30599365	0	8
5	7	2031	23.30700073	38.55800781	0	8
6	7	2031	23.04299316	38.43401489	0	8
7	7	2031	23.18300781	36.44500122	0	7.3
8	7	2031	21.975	37.84398804	0	8
9	7	2031	21.58300171	37.11699829	0	7.8
10	7	2031	22.40999756	37.53701172	0	7.8
11	7	2031	22.95400391	38.05700073	0	7.9
12	7	2031	23.1369873	37.54799805	0	7.7
13	7	2031	21.45800171	37.36199341	0	7.9
14	7	2031	22.55001221	37.54799805	0	7.7
15	7	2031	22.43300781	39.29699097	0	8.3
16	7	2031	23.21801147	38.9039856	0	8.1
17	7	2031	23.49001465	36.80300293	0	7.3
18	7	2031	23.73900757	35.84301147	0	7
19	7	2031	23.70800171	34.81798706	0	6.7
20	7	2031	22.70900879	34.22298584	0	6.7
21	7	2031	23.72701416	34.73598633	0	6.6
22	7	2031	24.11901245	36.05700073	0	7
23	7	2031	25.1289917	36.04100952	0	6.8
24	7	2031	22.76799927	33.64400635	0	6.4
25	7	2031	21.43099365	33.09301147	0	6.5
26	7	2031	22.05700073	34.50301514	0	6.8
27	7	2031	21.51699219	35.225	0	7.1
28	7	2031	20.84899292	35.92901001	0	7.4
29	7	2031	22.56200562	36.9420105	0	7.4
30	7	2031	23.24498901	35.76500854	0	7
31	7	2031	21.46999512	35.54000244	0	7.2
1	8	2031	19.82698975	34.78301392	0	7.2
2	8	2031	20.01699219	34.55700073	0	7.1
3	8	2031	20.38601074	33.27199707	0	6.7
4	8	2031	19.92400513	34.1960083	0	7
5	8	2031	21.03499756	32.79400024	0	6.4
6	8	2031	20.23900757	31.4380127	0	6.1
7	8	2031	18.54500732	30.40899048	0	6.1
8	8	2031	18.2499939	30.21401367	0	6.1
9	8	2031	19.05800781	31.23198853	0	6.2
10	8	2031	19.97799072	29.61998901	0	5.6
11	8	2031	17.55800781	27.71700439	0	5.5
12	8	2031	16.05098877	27.74001465	0	5.7
13	8	2031	16.05901489	28.98699341	0	6
14	8	2031	17.82198486	29.29799805	0	5.8
15	8	2031	15.47600708	29.05700073	0	6.1
16	8	2031	15.06398926	28.84301147	0	6.1
17	8	2031	16.32698975	28.10900269	0	5.7
18	8	2031	17.30199585	29.86501465	0	6
19	8	2031	17.30999146	28.99099121	0	5.8
20	8	2031	16.04299316	29.18499146	0	6
21	8	2031	17.67901001	29.7289978	0	5.9
22	8	2031	17.61699829	27.8210083	0	5.4
23	8	2031	14.27999268	24.30599365	0	5
24	8	2031	12.39901123	24.28301392	0	5.2
25	8	2031	12.37600098	24.97799072	0	5.3
26	8	2031	12.79198608	24.49199829	0	5.2
27	8	2031	13.64598999	25.23000488	0	5.2
28	8	2031	12.68700562	26.4460083	0	5.6
29	8	2031	15.23101196	24.93898926	0	4.9
30	8	2031	13.6039978	25.96099243	0	5.4
31	8	2031	14.03499756	26.30999146	0	5.4
1	9	2031	15.42199097	26.225	0	5.1
2	9	2031	15.78301392	25.41298828	0	4.9
3	9	2031	14.16298828	25.39699707	0	5.1
4	9	2031	12.97399292	25.31200562	0	5.2
5	9	2031	12.90099487	26.06899414	0	5.4
6	9	2031	14.65999756	26.81899414	0	5.3
7	9	2031	14.46599731	25.30800781	0	5
8	9	2031	12.15899048	23.7539917	0	4.9
9	9	2031	12.18599854	24.68300781	0	5.1
10	9	2031	11.97200928	27.92598877	0	5.8
11	9	2031	14.76101074	27.28899536	0	5.3
12	9	2031	14.37301025	25.67299805	0	5
13	9	2031	14.75701294	27.65801392	0	5.4
14	9	2031	16.40801392	29.08001099	0	5.5
15	9	2031	17.07698975	26.48101196	0	4.8
16	9	2031	13.96099243	22.13399658	0	4.2
17	9	2031	12.30999146	22.76799927	0	4.5
18	9	2031	11.19100342	19.7960144	0	4
19	9	2031	13.98400269	21.2289978	0	3.9
20	9	2031	12.32198486	23.44298706	0	4.6
21	9	2031	10.89598999	24.08800659	0	4.9
22	9	2031	12.4420105	25.23000488	0	4.9
23	9	2031	12.91600952	25.05599365	0	4.8
24	9	2031	13.41698608	23.97600708	0	4.5
25	9	2031	12.38399658	21.33001099	0	4.1
26	9	2031	13.66600952	18.86300049	0	3.4
27	9	2031	15.05999146	20.23900757	0	3.4
28	9	2031	12.20900879	21.33800659	0	4
29	9	2031	11.08300171	22.83001099	0	4.4
30	9	2031	12.86599121	26.31398926	0	4.9
1	10	2031	14.11300049	19.45400391	0	3.4
2	10	2031	13.74001465	18.10601196	0	3.1
3	10	2031	12.63601074	18.60698853	0	3.4
4	10	2031	11.62600098	15.67400513	0	2.9
5	10	2031	10.67501221	16.9789978	0	3.3
6	10	2031	9.92901001	20.00600586	0	3.9
7	10	2031	10.08800659	22.06099854	0	4.3
8	10	2031	10.09200439	22.1539856	0	4.3
9	10	2031	8.872003174	23.35	0	4.6
10	10	2031	10.18099365	24.16600952	0	4.6
11	10	2031	10.12700806	20.84099731	0	3.9
12	10	2031	8.989007568	19.5630127	0	3.8
13	10	2031	10.85299072	19.48101196	0	3.6
14	10	2031	10.73699341	16.58300171	0	3.1
15	10	2031	8.204003906	18.10601196	0	3.6
16	10	2031	8.903009033	16.99898682	0	3.3
17	10	2031	7.493005371	17.70998535	0	3.5
18	10	2031	10.64400635	16.40801392	0	3
19	10	2031	8.654992676	15.41399536	0	3
20	10	2031	7.352990723	13.76299438	0	2.9
21	10	2031	7.317987061	16.35	0	3.3
22	10	2031	6.886987305	17.77999268	0	3.5
23	10	2031	6.196008301	19.49700317	0	3.8
24	10	2031	6.840997314	21.30300293	0	4.1
25	10	2031	9.408013916	22.64299927	0	4.1
26	10	2031	10.3869873	21.26000366	0	3.8
27	10	2031	8.67800293	19.8539978	0	3.7
28	10	2031	8.137994385	16.30401001	0	3.1
29	10	2031	6.137994385	14.01500854	0	2.9
30	10	2031	4.320001221	15.48400269	0	3.3
31	10	2031	11.27700195	18.48699341	0	3.1
1	11	2031	7.567010498	14.98299561	0	2.9
2	11	2031	5.507989502	13.72399292	0	2.9
3	11	2031	5.14699707	16.99498901	0	3.4
4	11	2031	4.843988037	13.35500488	0	2.9
5	11	2031	13.86153591	14.37301025	0	1.8
6	11	2031	15.10051906	15.9420105	0	2
7	11	2031	13.39254177	18.53701172	0	2.9
8	11	2031	6.610986328	21.18599854	0	3.8
9	11	2031	8.448999023	23.33098755	0	4
10	11	2031	10.71401367	22.46801147	0	3.7
11	11	2031	8.946008301	19.32601318	0	3.4
12	11	2031	8.317010498	12.68300781	0	2.4
13	11	2031	7.17901001	11.73101196	0	2.4
14	11	2031	6.829003906	11.26900635	0	2.4
15	11	2031	5.585992432	14.85500488	0	2.9
16	11	2031	4.998986816	13.39000854	0	2.8
17	11	2031	6.743005371	15.3210083	0	2.9
18	11	2031	6.921990967	16.11300049	0	3
19	11	2031	5.383996582	16.17901001	0	3.1
20	11	2031	9.257532001	15.57299194	0	2.7
21	11	2031	4.482995605	17.12301025	0	3.2
22	11	2031	6.206994629	19.75701294	0	3.5
23	11	2031	7.924005127	13.80199585	0	2.6
24	11	2031	6.475	12.03798828	0	2.4
25	11	2031	6.580010986	10.56600342	0	2.2
26	11	2031	6.161004639	14.52800903	0	2.8
27	11	2031	6.110009766	13.75100098	0	2.7
28	11	2031	6.580010986	13.49898682	0	2.6
29	11	2031	8.864007568	16.37700806	0	2.8
30	11	2031	10.07299194	15.12600098	0	2.5
1	12	2031	9.408013916	15.40200195	0	2.6
2	12	2031	8.02199707	17.01799927	0	2.9
3	12	2031	8.628015137	16.73900757	0	2.8
4	12	2031	7.80401001	16.94399414	0	2.9
5	12	2031	7.687005615	17.7210022	0	3
6	12	2031	8.292993164	15.78701172	0	2.7
7	12	2031	6.331994629	19.61699829	0	3.4
8	12	2031	6.557000732	22.39098511	0	3.7
9	12	2031	7.834985352	22.84899292	0	3.7
10	12	2031	8.89598999	19.12398682	0	3.1
11	12	2031	8.778985596	15.96599731	0	2.7
12	12	2031	8.879998779	14.74599609	0	2.5
13	12	2031	7.373010254	14.86599121	0	2.7
14	12	2031	6.692987061	15.55800781	0	2.8
15	12	2031	8.709008789	18.21898804	0	3
16	12	2031	12.01500854	17.55401001	0	2.6
17	12	2031	8.766992188	18.2960144	0	3
18	12	2031	6.97298584	22.44899902	0	3.7
19	12	2031	8.619989014	22.40200195	0	3.6
20	12	2031	7.252008057	21.50499878	0	3.5
21	12	2031	7.109002686	22.7789856	0	3.7
22	12	2031	9.085992432	22.35201416	0	3.5
23	12	2031	9.240991211	22.37099609	0	3.5
24	12	2031	8.480004883	22.47600708	0	3.6
25	12	2031	7.469995117	23.49401245	0	3.8
26	12	2031	8.852990723	24.79900513	0	3.9
27	12	2031	9.128991699	23.25301514	0	3.7
28	12	2031	8.02199707	24.62099609	0	3.9
29	12	2031	10.81798706	28.14000854	0	4.3
30	12	2031	16.92501221	31.88900146	0	4.5
31	12	2031	16.85500488	31.74099121	0	4.4
1	1	2032	12.47298584	29.58098755	0	4.4
2	1	2032	10.99700317	20.37099609	0	3.1
3	1	2032	10.10799561	23.20998535	0	3.6
4	1	2032	11.2539917	17.82198486	0	2.8
5	1	2032	9.296014404	16.99898682	0	2.8
6	1	2032	6.782006836	17.94298706	0	3.1
7	1	2032	6.312005615	21.2289978	0	3.6
8	1	2032	9.89800415	27.43300781	0	4.3
9	1	2032	12.33001099	24.35601196	0	3.7
10	1	2032	11.15999756	22.67400513	0	3.5
11	1	2032	11.04000244	26.90499268	0	4.2
12	1	2032	12.90499268	20.35900269	0	3
13	1	2032	11.03200684	21.65700684	0	3.4
14	1	2032	9.512994385	24.53899536	0	3.9
15	1	2032	13.42501221	28.74199829	0	4.3
16	1	2032	15.74401245	30.51699219	0	4.5
17	1	2032	14.20198975	23.14000854	0	3.4
18	1	2032	10.20101318	20.64998779	0	3.3
19	1	2032	7.765008545	21.3539978	0	3.6
20	1	2032	8.787011719	24.01400146	0	4
21	1	2032	9.261010742	24.29799805	0	4
22	1	2032	9.490014648	21.54000244	0	3.6
23	1	2032	7.481988525	21.11300049	0	3.7
24	1	2032	9.22600708	25.42501221	0	4.2
25	1	2032	12.93599854	30.24898682	0	4.8
26	1	2032	15.81398926	31.13500366	0	4.7
27	1	2032	11.90999756	26.04198608	0	4.2
28	1	2032	15.04500732	31.01799927	0	4.8
29	1	2032	12.18999634	20.86400757	0	3.3
30	1	2032	10.64800415	13.1960083	0	2.3
31	1	2032	9.908990479	16.92501221	0	2.9
1	2	2032	9.416009521	20.71599731	0	3.6
2	2	2032	8.981011963	23.49401245	0	4.1
3	2	2032	11.34700928	31.64400635	0	5.3
4	2	2032	11.56798706	22.66698608	0	3.8
5	2	2032	10.12301025	24.58599243	0	4.2
6	2	2032	15.18099365	28.10500488	0	4.4
7	2	2032	13.84099731	29.33999023	0	4.8
8	2	2032	17.9039856	36.53499756	0	5.8
9	2	2032	11.12099609	24.83800659	0	4.2
10	2	2032	8.519006348	22.07198486	0	4
11	2	2032	9.159997559	25.22600708	0	4.5
12	2	2032	12.37600098	28.25301514	0	4.8
13	2	2032	21.02300415	34.99199829	0	5.3
14	2	2032	13.80999146	26.5630127	0	4.4
15	2	2032	11.14098511	23.04699097	0	4
16	2	2032	9.214013672	23.33098755	0	4.3
17	2	2032	10.74898682	24.20501099	0	4.3
18	2	2032	9.905999756	24.46898804	0	4.5
19	2	2032	10.24001465	28.57900391	0	5.2
20	2	2032	14.69100342	31.41500244	0	5.4
21	2	2032	12.06899414	27.58098755	0	4.9
22	2	2032	14.55498657	32.66201172	0	5.7
23	2	2032	15.67000732	31.38799438	0	5.4
24	2	2032	15.47600708	30.21801147	0	5.2
25	2	2032	13.23900757	26.79198608	0	4.7
26	2	2032	12.00301514	28.88601074	0	5.3
27	2	2032	14.99099121	32.26900635	0	5.7
28	2	2032	21.52098999	38.99700317	0	6.6
29	2	2032	25.20299683	42.975	0	7.2
1	3	2032	17.1	35.7619873	0	6.3
2	3	2032	15.22399292	26.06600342	0	4.5
3	3	2032	16.79699097	34.48699341	0	6.1
4	3	2032	13.42901001	26.66399536	0	4.8
5	3	2032	12.11199341	24.36400757	0	4.5
6	3	2032	11.23400269	25.00100098	0	4.8
7	3	2032	10.9039856	29.06499634	0	5.6
8	3	2032	13.12600098	30.1289917	0	5.7
9	3	2032	12.30199585	27.78600464	0	5.3
10	3	2032	12.07698975	29.84899292	0	5.8
11	3	2032	13.30800781	31.04198608	0	5.9
12	3	2032	14.15499268	33.52800903	0	6.4
13	3	2032	16.84700928	33.49700317	0	6.2
14	3	2032	16.94100342	30.67699585	0	5.6
15	3	2032	15.09499512	24.9039856	0	4.5
16	3	2032	14.96300659	22.55001221	0	4
17	3	2032	15.77098999	23.33498535	0	4.1
18	3	2032	15.01000366	24.81099854	0	4.5
19	3	2032	14.96300659	25.00899658	0	4.6
20	3	2032	15.04500732	26.52800903	0	5
21	3	2032	15.30098877	30.0670105	0	5.8
22	3	2032	17.93499146	33.87398682	0	6.4
23	3	2032	17.76400146	31.6710144	0	5.9
24	3	2032	15.18099365	30.16399536	0	5.9
25	3	2032	16.85100708	34.39800415	0	6.7
26	3	2032	15.40200195	28.25600586	0	5.4
27	3	2032	14.35299072	27.6539856	0	5.4
28	3	2032	15.04100952	28.36901245	0	5.5
29	3	2032	14.64501343	31.91201172	0	6.4
30	3	2032	20.15700684	36.75600586	0	7
31	3	2032	22.06398926	39.10601196	0	7.4
1	4	2032	16.99898682	28.66799316	0	5.4
2	4	2032	16.54000244	26.69500122	0	5
3	4	2032	15.57698975	28.86599121	0	5.7
4	4	2032	16.07000122	29.3170105	0	5.8
5	4	2032	15.95400391	30.97200928	0	6.2
6	4	2032	18.36599121	31.25200806	0	6
7	4	2032	17.34899292	30.56398926	0	6
8	4	2032	15.83699951	31.03798828	0	6.3
9	4	2032	17.1	32.41698608	0	6.5
10	4	2032	18.53701172	33.6249939	0	6.6
11	4	2032	19.33699951	33.73400269	0	6.6
12	4	2032	18.93300781	33.99801025	0	6.7
13	4	2032	17.71401367	32.05999146	0	6.4
14	4	2032	15.82198486	31.92400513	0	6.6
15	4	2032	17.37200317	34.61199341	0	7.1
16	4	2032	20.51101074	34.97298584	0	6.9
17	4	2032	21.98699341	35.87801514	0	6.9
18	4	2032	22.41399536	37.98699341	0	7.5
19	4	2032	22.17699585	39.06398926	0	7.8
20	4	2032	23.81200562	39.50600586	0	7.7
21	4	2032	24.57399902	38.86501465	0	7.4
22	4	2032	25.32399902	38.60100708	0	7.3
23	4	2032	25.29299316	40.66399536	0	7.9
24	4	2032	23.07799683	38.00701294	0	7.5
25	4	2032	20.68499146	36.86098633	0	7.5
26	4	2032	20.52999268	36.34398804	0	7.4
27	4	2032	20.21099243	36.61599121	0	7.5
28	4	2032	21.43898926	37.59499512	0	7.7
29	4	2032	21.5750061	36.04500732	0	7.2
30	4	2032	20.92598877	40.98598633	0	8.7
1	5	2032	29.67800293	45.4500061	0	8.8
2	5	2032	23.82799683	36.25499878	0	7
3	5	2032	22.36400757	35.35	0	6.9
4	5	2032	22.16900024	36.24300537	0	7.2
5	5	2032	21.26000366	40.5630127	0	8.6
6	5	2032	25.8749939	40.89299927	0	8.1
7	5	2032	22.90300903	33.34499512	0	6.3
8	5	2032	22.01400146	32.8829895	0	6.3
9	5	2032	21.37700806	33.69500122	0	6.7
10	5	2032	20.30098877	32.10601196	0	6.4
11	5	2032	19.37999878	34.15300903	0	7.1
12	5	2032	19.54299316	36.14598999	0	7.7
13	5	2032	20.68499146	38.01900635	0	8.1
14	5	2032	21.64501343	38.31798706	0	8
15	5	2032	22.46499023	36.00200806	0	7.2
16	5	2032	21.32601318	34.64699707	0	7
17	5	2032	20.43300781	32.39000854	0	6.5
18	5	2032	20.80999146	32.58001099	0	6.5
19	5	2032	20.89098511	32.5960022	0	6.5
20	5	2032	19.70598755	34.2539917	0	7.2
21	5	2032	20.1960083	34.61599121	0	7.2
22	5	2032	20.08699951	36.45699463	0	7.8
23	5	2032	20.58800659	36.64299927	0	7.8
24	5	2032	20.91799316	38.32900391	0	8.2
25	5	2032	24.00301514	40.51598511	0	8.4
26	5	2032	24.20501099	40.34899292	0	8.3
27	5	2032	23.27599487	38.68300781	0	8
28	5	2032	22.65099487	36.27800903	0	7.4
29	5	2032	22.01000366	37.42400513	0	7.8
30	5	2032	22.3170105	36.96999512	0	7.7
